instance,probtype, n_vars, n_constr, n_nzcnt, nq_vars, nq_constr, nq_nzcnt, lp_avg, lp_l2_avg, lp_linf, lp_objval, num_b_variables, num_i_variables, num_c_variables, num_s_variables, num_n_variables, ratio_b_variables, ratio_i_variables, ratio_c_variables, ratio_s_variables, ratio_n_variables, num_i+_variables, ratio_i+_variables, num_unbounded_disc, ratio_unbounded_disc, support_size_avg, support_size_median, support_size_varcoef, support_size_q90mq10, rhs_c_0_avg, rhs_c_0_varcoef, rhs_c_1_avg, rhs_c_1_varcoef, rhs_c_2_avg, rhs_c_2_varcoef, vcg_constr_deg0_avg, vcg_constr_deg0_median, vcg_constr_deg0_varcoef, vcg_constr_deg0_q90mq10, vcg_var_deg0_avg, vcg_var_deg0_median, vcg_var_deg0_varcoef, vcg_var_deg0_q90mq10, vcg_constr_weight0_avg, vcg_constr_weight0_varcoef, vcg_var_weight0_avg, vcg_var_weight0_varcoef, A_ij_normalized0_avg, A_ij_normalized0_varcoef, a_normalized_varcoefs0_avg, a_normalized_varcoefs0_varcoef, obj_coefs0_avg, obj_coefs0_std, obj_coef_per_constr0_avg, obj_coef_per_constr0_std, obj_coef_per_sqr_constr0_avg, obj_coef_per_sqr_constr0_std, vcg_constr_deg1_avg, vcg_constr_deg1_median, vcg_constr_deg1_varcoef, vcg_constr_deg1_q90mq10, vcg_var_deg1_avg, vcg_var_deg1_median, vcg_var_deg1_varcoef, vcg_var_deg1_q90mq10, vcg_constr_weight1_avg, vcg_constr_weight1_varcoef, vcg_var_weight1_avg, vcg_var_weight1_varcoef, A_ij_normalized1_avg, A_ij_normalized1_varcoef, a_normalized_varcoefs1_avg, a_normalized_varcoefs1_varcoef, obj_coefs1_avg, obj_coefs1_std, obj_coef_per_constr1_avg, obj_coef_per_constr1_std, obj_coef_per_sqr_constr1_avg, obj_coef_per_sqr_constr1_std, vcg_constr_deg2_avg, vcg_constr_deg2_median, vcg_constr_deg2_varcoef, vcg_constr_deg2_q90mq10, vcg_var_deg2_avg, vcg_var_deg2_median, vcg_var_deg2_varcoef, vcg_var_deg2_q90mq10, vcg_constr_weight2_avg, vcg_constr_weight2_varcoef, vcg_var_weight2_avg, vcg_var_weight2_varcoef, A_ij_normalized2_avg, A_ij_normalized2_varcoef, a_normalized_varcoefs2_avg, a_normalized_varcoefs2_varcoef, obj_coefs2_avg, obj_coefs2_std, obj_coef_per_constr2_avg, obj_coef_per_constr2_std, obj_coef_per_sqr_constr2_avg, obj_coef_per_sqr_constr2_std, mipgap, nodecnt, clqcnt, covcnt, itcnt_max, numnewsolution_sum, newin_sum, nodeleft_avg, nodeleft_varcoef, diffObj_avg, diffObj_median, diffObj_varcoef, diffObj_q90mq10, numfeas, iinf_avg, iinf_median, iinf_varcoef, iinf_q90mq10, diffBestInt_avg, diffBestInt_median, diffBestInt_varcoef, diffBestInt_q90mq10, diffBestObjUp_avg, diffBestObjUp_median, diffBestObjUp_varcoef, diffBestObjUp_q90mq10, numcuts_sum, diffGap_avg, diffGap_median, diffGap_varcoef, diffGap_q90mq10, pre_t, rel_t, new_row, new_col, new_nonzero, clique_table, cliqueCuts, impliedBoundCuts, flowCuts, mixedIntegerRoundingCuts, gomoryFractionalCuts,time_relax, time_VCG0, time_VCG1, time_VCG2, cplex_prob_time
ds.mps.gz,1, 67732, 656, 1.02406e+06, 0, 0, 0, 0.000494058, 0.00803567, 0.496415, 57.2346, 67732, 0, 0, 0, 0, 1, 0, 0, 0, 0, 67732, 1, 0, 0, 2, 2, 0, 0, -512, -512, 1, 0, -512, -512, 1561.07, 1312, 0.63391, 2225, 15.1193, 16, 0.256961, 10, 1561.07, 0.63391, 15.1193, 0.256961, 1, 0, 0.497618, 1.26886, 1.74999, 0.645935, 0.197345, 0.798143, 0.51797, 0.7678, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 1561.07, 1312, 0.63391, 2225, 15.1193, 16, 0.256961, 10, 1561.07, 0.63391, 15.1193, 0.256961, 1, 0, 0.497618, 1.26886, 1.74999, 0.645935, 0.197345, 0.798143, 0.51797, 0.7678, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,40.66, 0.09, 0.01, 0.07, 3.23
f2gap201600.mps.gz,1, 1600, 20, 3200, 0, 0, 0, 0.000876349, 0.0134006, 0.292117, 76429.9, 1600, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1600, 1, 0, 0, 2, 2, 0, 0, -4278.4, -0.16932, -512, -512, -512, -512, 160, 162, 0.0545221, 24, 2, 2, 0, 0, -4279.45, -0.169226, -53.4931, -0.531141, 0.0062517, 2.74824, 0.531815, 0.103855, 48.7456, 27.2646, 24.3728, 13.6323, 34.4684, 19.279, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 160, 162, 0.0545221, 24, 2, 2, 0, 0, -4279.45, -0.169226, -53.4931, -0.531141, 0.0062517, 2.74824, 0.531815, 0.103855, 48.7456, 27.2646, 24.3728, 13.6323, 34.4684, 19.279, 8.40462e-05, 0, 0, 2, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0, 5.59
ex1010-pi.mps.gz,1, 25200, 1468, 102114, 0, 0, 0, 0.00812175, 0.0486418, 0.499047, 220.67, 25200, 0, 0, 0, 0, 1, 0, 0, 0, 0, 25200, 1, 0, 0, 2, 2, 0, 0, -512, -512, -512, -512, 1, 0, 69.5599, 65, 0.425891, 77, 4.05214, 4, 0.545191, 5, 69.5599, 0.425891, 4.05214, 0.545191, 1, 0, 0.39819, 1.24548, 1, 0, 0.350898, 0.245041, 0.563826, 0.181655, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 69.5599, 65, 0.425891, 77, 4.05214, 4, 0.545191, 5, 69.5599, 0.425891, 4.05214, 0.545191, 1, 0, 0.39819, 1.24548, 1, 0, 0.350898, 0.245041, 0.563826, 0.181655, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,20.95, 0.01, 0, 0.03, 6.93
f2gap401600.mps.gz,1, 1600, 40, 3200, 0, 0, 0, 0.000743762, 0.00850634, 0.239433, 82274.2, 1600, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1600, 1, 0, 0, 2, 2, 0, 0, -2220.1, -0.300875, -512, -512, -512, -512, 80, 81, 0.0931648, 21, 2, 2, 0, 0, -2220.88, -0.300693, -55.5219, -0.50839, 0.0125055, 2.90163, 0.565536, 0.158041, 52.0706, 27.2473, 26.0353, 13.6236, 36.8195, 19.2667, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 80, 81, 0.0931648, 21, 2, 2, 0, 0, -2220.88, -0.300693, -55.5219, -0.50839, 0.0125055, 2.90163, 0.565536, 0.158041, 52.0706, 27.2473, 26.0353, 13.6236, 36.8195, 19.2667, 4.0121e-05, 0, 0, 4, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0, 7.21
ex9.mps.gz,1, 10404, 40962, 517112, 0, 0, 0, 0.00778547, 0.0249453, 0.329978, 81, 0, 10404, 0, 0, 0, 0, 1, 0, 0, 0, 10404, 1, 10404, 1, -512, -512, -512, -512, 0, 0, 1, 0, -512, -512, 12.6242, 13, 0.821829, 15, 49.7032, 51, 0.241261, 30, -9.61613, -1.18596, -37.8601, -0.307471, 1, 0, 0.442344, 1.80497, 1, 0, 0.0219912, 0.00862752, 0.146239, 0.0246026, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 12.6242, 13, 0.821829, 15, 49.7032, 51, 0.241261, 30, -9.61613, -1.18596, -37.8601, -0.307471, 1, 0, 0.442344, 1.80497, 1, 0, 0.0219912, 0.00862752, 0.146239, 0.0246026, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,22.18, 0.05, 0, 0.06, 5.77
f2gap801600.mps.gz,1, 1600, 80, 3200, 0, 0, 0, 0.00329178, 0.0298379, 0.472652, 86570.1, 1600, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1600, 1, 0, 0, 2, 2, 0, 0, -1136.16, -0.400962, -512, -512, -512, -512, 40, 40, 0.133581, 15, 2, 2, 0, 0, -1137.42, -0.400584, -56.8713, -0.482992, 0.0250266, 3.80241, 0.584199, 0.240531, 54.5631, 26.8823, 27.2816, 13.4411, 38.582, 19.0086, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 40, 40, 0.133581, 15, 2, 2, 0, 0, -1137.42, -0.400584, -56.8713, -0.482992, 0.0250266, 3.80241, 0.584199, 0.240531, 54.5631, 26.8823, 27.2816, 13.4411, 38.582, 19.0086, 1.79901e-05, 0, 0, 7, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0.01, 10.09
fastxgemm-n2r6s0t2.mps.gz,1, 784, 5998, 19376, 0, 0, 0, 0.1875, 0.265165, 0.375, 27, 48, 0, 736, 0, 0, 0.0612245, 0, 0.938776, 0, 0, 48, 0.0612245, 0, 0, 2, 2, 0, 0, 0.721805, 1.33344, 0, 0, -1.85106, -0.631932, 0.048016, 0, 6.37595, 0, 6, 6, 0, 0, -0.024008, -9.07224, -3, -1, -512, -512, 0, 0, 0, 0, 0, 0, 0, 0, 3.18239, 4, 0.540077, 2, 25.9348, 16, 1.38302, 36, -0.869623, -2.54935, -7.08696, -1.10022, 0.0303408, 17.1154, 0.134718, 2.64605, 8.79446, 28.1482, 4.36229, 14.0842, 6.18642, 19.9129, 3.23041, 4, 0.521512, 2, 24.7143, 16, 1.41943, 36, -0.893631, -2.47015, -6.83673, -1.11956, 0.0303408, 17.1154, 0.116948, 2.64829, 8.25602, 27.3543, 4.09521, 13.6862, 5.80766, 19.3506, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.04, 0.01, 0, 0.01, 3.5
f2gap40400.mps.gz,1, 400, 40, 800, 0, 0, 0, 0.00813395, 0.0344897, 0.302563, 20650.9, 400, 0, 0, 0, 0, 1, 0, 0, 0, 0, 400, 1, 0, 0, 2, 2, 0, 0, -558.95, -0.555956, -512, -512, -512, -512, 20, 20, 0.195576, 10, 2, 2, 0, 0, -561.875, -0.552795, -56.1875, -0.472934, 0.0502085, 28.7819, 0.606197, 0.291569, 52.35, 26.0411, 26.175, 13.0205, 37.017, 18.4138, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 20, 20, 0.195576, 10, 2, 2, 0, 0, -561.875, -0.552795, -56.1875, -0.472934, 0.0502085, 28.7819, 0.606197, 0.291569, 52.35, 26.0411, 26.175, 13.0205, 37.017, 18.4138, 0, 0, 0, 7, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.01, 0, 0, 0, 9.82
fastxgemm-n2r7s4t1.mps.gz,1, 904, 6972, 22584, 0, 0, 0, 0.160714, 0.233854, 0.5, 27, 56, 0, 848, 0, 0, 0.0619469, 0, 0.938053, 0, 0, 56, 0.0619469, 0, 0, 2, 2, 0, 0, 0.724919, 1.32857, 0, 0, -1.86237, -0.589355, 0.0481928, 0, 6.36396, 0, 6, 6, 0, 0, -0.0240964, -9.05539, -3, -1, -512, -512, 0, 0, 0, 0, 0, 0, 0, 0, 3.19105, 4, 0.576626, 2, 26.2358, 16, 1.37186, 36, -0.869765, -2.66538, -7.15094, -1.09427, 0.0303462, 17.1082, 0.137984, 2.61323, 7.64722, 26.3882, 3.78823, 13.2034, 5.3748, 18.6677, 3.23924, 4, 0.558136, 2, 24.9823, 16, 1.40896, 36, -0.893861, -2.58326, -6.89381, -1.11419, 0.0303462, 17.1082, 0.120155, 2.61491, 7.1735, 25.6242, 3.55356, 12.8205, 5.04184, 18.1266, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.08, 0, 0.01, 0.01, 4.34
fast0507.mps.gz,1, 63009, 507, 409349, 0, 0, 0, 0.000942965, 0.0172263, 0.49878, 172.146, 63009, 0, 0, 0, 0, 1, 0, 0, 0, 0, 63009, 1, 0, 0, 2, 2, 0, 0, -512, -512, -512, -512, 1, 0, 807.394, 499, 1.15183, 1957, 6.49668, 6, 0.222884, 3, 807.394, 1.15183, 6.49668, 0.222884, 1, 0, 1.07196, 2.8043, 1.94298, 0.231888, 0.312196, 0.0742741, 0.773287, 0.110186, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 807.394, 499, 1.15183, 1957, 6.49668, 6, 0.222884, 3, 807.394, 1.15183, 6.49668, 0.222884, 1, 0, 1.07196, 2.8043, 1.94298, 0.231888, 0.312196, 0.0742741, 0.773287, 0.110186, 0.0572448, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,8.05, 0.05, 0, 0.04, 4.18
fhnw-binpack4-18.mps.gz,1, 520, 650, 2392, 0, 0, 0, 0.263594, 0.326324, 0.5, 0, 481, 0, 39, 0, 0, 0.925, 0, 0.075, 0, 0, 481, 0.925, 0, 0, 2, 2, 0, 0, 31.4286, 3.71081, -512, -512, 181, 0.87301, 2.2, 2, 0.668043, 5, 2.97297, 2, 1.96364, 0, 245.52, 1.03348, 331.784, 0.584185, 1.02462, 2.14226, 0.393051, 1.23891, 0, 0, 0, 0, 0, 0, 1.48, 2, 0.577139, 2, 24.6667, 25, 0.019111, 1, 0.04, 4.89898, 0.666667, 0.707107, -0.000307808, -59.4684, 0.00153846, 25.4755, 0, 0, 0, 0, 0, 0, 3.68, 4, 0.304736, 4, 4.6, 2, 1.74171, 22, 245.56, 1.03316, 306.95, 0.670487, 0.583662, 2.96895, 1.04461, 0.455796, 0, 0, 0, 0, 0, 0, 1, 15, 1, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0.01, 6.53
eva1aprime6x6opt.mps.gz,1, 3514, 34872, 161558, 0, 0, 0, 0.00761568, 0.0195442, 0.146028, -495.492, 836, 0, 2678, 0, 0, 0.237906, 0, 0.762094, 0, 0, 836, 0.237906, 0, 0, 2, 2, 0, 0, 4.1784, 2.69656, -3.46021e-06, -16.9706, -512, -512, 2.6864, 2, 0.499964, 3, 112.057, 109, 0.46379, 142, -17.4175, -2.93191, -726.535, -0.531417, 1, 0.00131375, 0.0831527, 2.05329, 0, 0, 0, 0, 0, 0, 1.94649, 0, 1.85013, 5, 25.3465, 15, 1.56931, 5, -0.00634802, -511875, -0.0826617, -7.77695, -0.67324, -158.17, 0.402753, 1.11226, 0.373413, 19.3203, 0.00233383, 0.120752, 0.0295209, 1.5274, 4.63289, 4, 0.644845, 2, 45.9755, 16, 1.23262, 149, -17.4238, -186.514, -172.91, -2.09439, 0.436725, 141.483, 0.543384, 1.11171, 0.284576, 16.867, 0.0017786, 0.105419, 0.0224977, 1.33345, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,65.92, 0.02, 0.02, 0.04, 8.65
fhnw-binpack4-4.mps.gz,1, 520, 620, 2332, 0, 0, 0, 0.236338, 0.290859, 0.475, 0, 481, 0, 39, 0, 0, 0.925, 0, 0.075, 0, 0, 481, 0.925, 0, 0, 2, 2, 0, 0, 39.9211, 3.11875, -512, -512, 171.846, 0.850241, 2.20968, 2, 0.680713, 5, 2.84823, 2, 1.79495, 0, 257.4, 0.94804, 331.784, 0.584179, 1.03941, 1.98559, 0.432229, 1.14999, 0, 0, 0, 0, 0, 0, 1.55161, 2, 0.521117, 2, 24.6667, 25, 0.019111, 1, 0.0419355, 4.77977, 0.666667, 0.707107, -0.000200929, -92.578, 0.0016129, 24.8797, 0, 0, 0, 0, 0, 0, 3.76129, 4, 0.288226, 4, 4.48462, 2, 1.68673, 22, 257.442, 0.947714, 306.95, 0.670481, 0.592133, 2.77086, 1.1114, 0.386813, 0, 0, 0, 0, 0, 0, 1, 10, 4, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0, 9.97
fhnw-binpack4-48.mps.gz,1, 3710, 4480, 17290, 0, 0, 0, 0.261565, 0.286386, 0.375, 0, 3605, 0, 105, 0, 0, 0.971698, 0, 0.0283019, 0, 0, 3605, 0.971698, 0, 0, 2, 2, 0, 0, 23.011, 3.3222, -512, -512, 139.429, 0.68576, 2.25, 2, 0.680414, 5, 2.79612, 2, 2.88325, 0, 271.734, 0.765312, 337.689, 0.563746, 1.76459, 1.66969, 0.691729, 0.69588, 0, 0, 0, 0, 0, 0, 1.60938, 2, 0.486504, 2, 68.6667, 69, 0.00686511, 1, 0.015625, 7.93725, 0.666667, 0.707107, 5.01317e-05, 1031.28, 0.000223214, 66.9253, 0, 0, 0, 0, 0, 0, 3.85938, 4, 0.266562, 3, 4.66038, 2, 2.89863, 0, 271.75, 0.765193, 328.151, 0.596688, 1.00731, 2.37414, 1.29922, 0.331734, 0, 0, 0, 0, 0, 0, 1, 792, 39, 89, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.16, 0, 0, 0, 6.68
fastxgemm-n3r21s3t6.mps.gz,1, 18684, 219368, 718146, 0, 0, 0, 0.0714286, 0.103158, 0.193003, 84, 378, 0, 18306, 0, 0, 0.0202312, 0, 0.979769, 0, 0, 378, 0.0202312, 0, 0, 2, 2, 0, 0, 0.780992, 1.24956, 0, 0, -1.98841, -0.259907, 0.0103388, 0, 13.8725, 0, 6, 6, 0, 0, -0.0051694, -19.6441, -3, -1, -512, -512, 0, 0, 0, 0, 0, 0, 0, 0, 3.26337, 4, 0.771174, 2, 39.1062, 16, 2.88032, 9, -0.973323, -2.93626, -11.6637, -2.25381, 0.00690728, 73.0533, 0.12354, 2.7231, 39.854, 195.537, 19.9159, 97.7707, 28.1708, 138.268, 3.2737, 4, 0.767145, 2, 38.4364, 16, 2.90325, 9, -0.978493, -2.91894, -11.4884, -2.26772, 0.00690728, 73.0533, 0.119761, 2.72457, 39.0477, 193.63, 19.513, 96.8172, 27.6009, 136.919, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,2.91, 0.04, 0.19, 0.18, 1.93
fhnw-binpack4-58.mps.gz,1, 7550, 9900, 35750, 0, 0, 0, 0.253292, 0.29937, 0.472222, 0, 7400, 0, 150, 0, 0, 0.980132, 0, 0.0198675, 0, 0, 7400, 0.980132, 0, 0, 2, 2, 0, 0, 13.5392, 4.54811, 1, 0, 131.348, 0.701416, 2.11616, 2, 0.742121, 5, 2.83108, 2, 3.56202, 0, 247.167, 0.88227, 330.669, 0.609018, 1.82127, 1.90113, 0.653155, 0.755538, 0, 0, 0, 0, 0, 0, 1.49495, 2, 0.577337, 2, 98.6667, 99, 0.00477775, 1, 0.010101, 9.89949, 0.666667, 0.707107, 3.38943e-05, 1421.99, 0.00010101, 99.4937, 0, 0, 0, 0, 0, 0, 3.61111, 4, 0.351528, 4, 4.7351, 2, 3.52455, 0, 247.177, 0.882188, 324.113, 0.631329, 1.07746, 2.60776, 1.13161, 0.540683, 0, 0, 0, 0, 0, 0, 1, 0, 0, 195, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.17, 0.01, 0, 0.01, 7.38
fhnw-binpack4-77.mps.gz,1, 3924, 4922, 17726, 0, 0, 0, 0.235858, 0.268676, 0.472222, 0, 3816, 0, 108, 0, 0, 0.972477, 0, 0.0275229, 0, 0, 3816, 0.972477, 0, 0, 2, 2, 0, 0, 26.5155, 3.39329, 0.994975, 0.0710669, 120.317, 0.677892, 2.05079, 2, 0.796637, 5, 2.64518, 2, 2.57269, 0, 262.694, 0.80096, 338.831, 0.57003, 1.45912, 1.78443, 0.554216, 0.941332, 0, 0, 0, 0, 0, 0, 1.55059, 2, 0.53268, 2, 70.6667, 71, 0.00667082, 1, 0.0146282, 8.20738, 0.666667, 20.8686, 4.92894e-05, 418.563, 0.000203169, 70.1498, 0, 0, 0, 0, 0, 0, 3.60138, 4, 0.362396, 4, 4.51733, 2, 2.87682, 0, 262.708, 0.800846, 329.523, 0.601939, 0.866762, 2.45841, 1.0612, 0.529773, 0, 0, 0, 0, 0, 0, 1, 19, 93, 19, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.16, 0, 0.01, 0.01, 8.3
fastxgemm-n3r22s4t6.mps.gz,1, 19539, 229742, 752274, 0, 0, 0, 0.0681818, 0.0979445, 0.166667, 84, 396, 0, 19143, 0, 0, 0.0202672, 0, 0.979733, 0, 0, 396, 0.0202672, 0, 0, 2, 2, 0, 0, 0.781322, 1.24912, 0, 0, -1.98865, -0.254323, 0.010342, 0, 13.8703, 0, 6, 6, 0, 0, -0.00517102, -19.6411, -3, -1, -512, -512, 0, 0, 0, 0, 0, 0, 0, 0, 3.26409, 4, 0.788143, 2, 39.1735, 16, 2.87769, 9, -0.973327, -2.98738, -11.6812, -2.25219, 0.00690732, 73.0524, 0.123557, 2.724, 38.1129, 191.388, 19.0454, 95.696, 26.9397, 135.334, 3.27443, 4, 0.784094, 2, 38.5012, 16, 2.90066, 9, -0.978498, -2.96982, -11.5053, -2.26614, 0.00690732, 73.0524, 0.119774, 2.72552, 37.3404, 189.514, 18.6594, 94.7593, 26.3937, 134.009, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,3.4, 0.03, 0.18, 0.2, 1.81
fastxgemm-n3r23s5t6.mps.gz,1, 20394, 240116, 786402, 0, 0, 0, 0.0652174, 0.0935834, 0.157197, 84, 414, 0, 19980, 0, 0, 0.0203001, 0, 0.9797, 0, 0, 414, 0.0203001, 0, 0, 2, 2, 0, 0, 0.781624, 1.24872, 0, 0, -1.98888, -0.249116, 0.010345, 0, 13.8683, 0, 6, 6, 0, 0, -0.0051725, -19.6382, -3, -1, -512, -512, 0, 0, 0, 0, 0, 0, 0, 0, 3.26475, 4, 0.804763, 2, 39.2351, 16, 2.87529, 0, -0.97333, -3.03764, -11.6973, -2.25071, 0.00690735, 73.0516, 0.123563, 2.72429, 36.5176, 187.491, 18.2477, 93.7478, 25.8116, 132.578, 3.27509, 4, 0.800693, 2, 38.5605, 16, 2.8983, 9, -0.978502, -3.01984, -11.5207, -2.2647, 0.00690735, 73.0516, 0.119777, 2.72594, 35.7763, 185.65, 17.8773, 92.827, 25.2876, 131.276, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,3.74, 0.05, 0.24, 0.23, 2.67
fhnw-schedule-paira100.mps.gz,1, 5150, 10000, 29873, 0, 0, 0, 0.00309086, 0.00426939, 0.00992978, -36.6437, 5050, 0, 100, 0, 0, 0.980583, 0, 0.0194175, 0, 0, 5050, 0.980583, 0, 0, 2, 2, 0, 0, 50.1164, 0.998164, 0, 0, -512, -512, 1, 1, 0, 0, 1.9802, 2, 0.0703562, 0, 0.7327, 136.293, 1.45089, 8.22628, 867.503, 4.40723, 0, 0, 0.00983157, 0.0800178, 0.00983157, 0.0800178, 0.00983157, 0.0800178, 1.9873, 2, 0.0673957, 0, 198.73, 199, 0.00223398, 1, 0.0073, 11.6613, 0.73, 0.608164, 3.64342e-05, 1.07802e+06, 0, 0, 0, 0, 0, 0, 0, 0, 2.9873, 3, 0.044835, 0, 5.80058, 2, 4.68045, 0, 0.74, 134.959, 1.43689, 8.22578, 289.875, 7.7546, 1.36608, 0.0573653, 0.00964067, 0.0792487, 0.00964067, 0.0792487, 0.00964067, 0.0792487, 0.999823, 0, 106, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.22, 0.01, 0.01, 0, 7.92
